"Route";"Woche";"Tag";"Von";"Bis";"Dauer";"Art";"Kategorie";"Objekt";"Ort";"Leistungen"
"H07";"1";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H07";"1";"Mo";"07:50";"08:16";"26";"Fahrt";"";"";"Regensdorf";""
"H07";"1";"Mo";"08:16";"11:59";"223";"Einsatz";"TH+UR";"WSG-066";"Regensdorf";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Mo";"11:59";"12:00";"1";"Einsatz";"TH+UR";"WSG-065";"Regensdorf";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"1";"Mo";"13:00";"15:51";"171";"Einsatz (Forts.)";"TH+UR";"WSG-065";"Regensdorf";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Di";"07:00";"08:11";"71";"Einsatz";"GU+UR";"WSG-120";"Zürich";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Di";"08:11";"08:18";"7";"Fahrt";"";"";"Regensdorf";""
"H07";"1";"Di";"08:18";"12:00";"222";"Einsatz";"SR+UR";"WSG-063";"Regensdorf";"Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"1";"Di";"13:00";"14:56";"116";"Einsatz (Forts.)";"SR+UR";"WSG-063";"Regensdorf";"Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Mi";"07:00";"10:43";"223";"Einsatz";"GU+UR";"WSG-066";"Regensdorf";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Mi";"10:43";"12:00";"77";"Einsatz";"GU+TH+UR";"WSG-064";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung"
"H07";"1";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"1";"Mi";"13:00";"16:40";"220";"Einsatz (Forts.)";"GU+TH+UR";"WSG-064";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung"
"H07";"1";"Do";"07:00";"11:40";"280";"Einsatz";"SR+UR";"WSG-064";"Regensdorf";"Entsorgung/Kehrichtdienst, Tiefgaragenreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Do";"11:40";"12:00";"20";"Einsatz";"SR+UR";"WSG-065";"Regensdorf";"Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"1";"Do";"13:00";"15:44";"164";"Einsatz (Forts.)";"SR+UR";"WSG-065";"Regensdorf";"Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Fr";"07:00";"12:00";"300";"Einsatz";"GU+TH+UR";"WSG-063";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"1";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"1";"Fr";"13:00";"14:38";"98";"Einsatz (Forts.)";"GU+TH+UR";"WSG-063";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H07";"2";"Mo";"07:50";"08:13";"23";"Fahrt";"";"";"Bülach";""
"H07";"2";"Mo";"08:13";"10:37";"144";"Einsatz";"SR+UR";"WSG-035";"Bülach";"Entsorgung/Kehrichtdienst, Tiefgaragenreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Mo";"10:37";"11:07";"30";"Fahrt";"";"";"Regensdorf";""
"H07";"2";"Mo";"11:07";"12:00";"53";"Einsatz";"GU+TH+UR";"WSG-065";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"2";"Mo";"13:00";"15:19";"139";"Einsatz (Forts.)";"GU+TH+UR";"WSG-065";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Di";"07:00";"09:06";"126";"Einsatz";"GU+UR";"WSG-036";"Bülach";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung"
"H07";"2";"Di";"09:06";"09:35";"29";"Fahrt";"";"";"Regensdorf";""
"H07";"2";"Di";"09:35";"12:00";"145";"Einsatz";"TH+UR";"WSG-066";"Regensdorf";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"2";"Di";"13:00";"14:18";"78";"Einsatz (Forts.)";"TH+UR";"WSG-066";"Regensdorf";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Mi";"07:00";"11:18";"258";"Einsatz";"UR";"WSG-063";"Regensdorf";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Do";"07:00";"08:02";"62";"Einsatz";"GU+TH";"WSG-120";"Zürich";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen)"
"H07";"2";"Do";"08:02";"08:06";"4";"Fahrt";"";"";"Regensdorf";""
"H07";"2";"Do";"08:06";"11:29";"203";"Einsatz";"UR";"WSG-066";"Regensdorf";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Do";"11:29";"12:00";"31";"Einsatz";"UR";"WSG-065";"Regensdorf";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"2";"Do";"13:00";"14:27";"87";"Einsatz (Forts.)";"UR";"WSG-065";"Regensdorf";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Fr";"07:00";"09:15";"135";"Einsatz";"GU+TH+UR";"WSG-035";"Bülach";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung"
"H07";"2";"Fr";"09:15";"09:40";"25";"Fahrt";"";"";"Regensdorf";""
"H07";"2";"Fr";"09:40";"12:00";"140";"Einsatz";"TH+UR";"WSG-063";"Regensdorf";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"2";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"2";"Fr";"13:00";"16:06";"186";"Einsatz (Forts.)";"TH+UR";"WSG-063";"Regensdorf";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H07";"3";"Mo";"07:50";"08:12";"22";"Fahrt";"";"";"Bülach";""
"H07";"3";"Mo";"08:12";"09:47";"95";"Einsatz";"TH+UR";"WSG-036";"Bülach";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Mo";"09:47";"10:16";"29";"Fahrt";"";"";"Regensdorf";""
"H07";"3";"Mo";"10:16";"12:00";"104";"Einsatz";"TH+UR";"WSG-066";"Regensdorf";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"3";"Mo";"13:00";"14:59";"119";"Einsatz (Forts.)";"TH+UR";"WSG-066";"Regensdorf";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Di";"07:00";"11:18";"258";"Einsatz";"UR";"WSG-063";"Regensdorf";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Di";"11:18";"11:24";"6";"Fahrt";"";"";"Regensdorf";""
"H07";"3";"Di";"11:24";"12:00";"36";"Einsatz";"TH+UR";"WSG-065";"Regensdorf";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"3";"Di";"13:00";"15:16";"136";"Einsatz (Forts.)";"TH+UR";"WSG-065";"Regensdorf";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Mi";"07:00";"11:57";"297";"Einsatz";"GU+TH+UR";"WSG-064";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung"
"H07";"3";"Mi";"11:57";"12:00";"3";"Einsatz";"UR";"WSG-065";"Regensdorf";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"3";"Mi";"13:00";"14:55";"115";"Einsatz (Forts.)";"UR";"WSG-065";"Regensdorf";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Do";"07:00";"10:43";"223";"Einsatz";"GU+UR";"WSG-066";"Regensdorf";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Do";"10:43";"12:00";"77";"Einsatz";"UR";"WSG-064";"Regensdorf";"Entsorgung/Kehrichtdienst, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"3";"Do";"13:00";"14:23";"83";"Einsatz (Forts.)";"UR";"WSG-064";"Regensdorf";"Entsorgung/Kehrichtdienst, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Fr";"07:00";"12:00";"300";"Einsatz";"GU+TH+UR";"WSG-063";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"3";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"3";"Fr";"13:00";"14:38";"98";"Einsatz (Forts.)";"GU+TH+UR";"WSG-063";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H07";"4";"Mo";"07:50";"08:13";"23";"Fahrt";"";"";"Bülach";""
"H07";"4";"Mo";"08:13";"09:35";"82";"Einsatz";"UR";"WSG-035";"Bülach";"Entsorgung/Kehrichtdienst, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Mo";"09:35";"10:05";"30";"Fahrt";"";"";"Regensdorf";""
"H07";"4";"Mo";"10:05";"12:00";"115";"Einsatz";"GU+TH+UR";"WSG-065";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"4";"Mo";"13:00";"14:17";"77";"Einsatz (Forts.)";"GU+TH+UR";"WSG-065";"Regensdorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Di";"07:00";"09:06";"126";"Einsatz";"GU+UR";"WSG-036";"Bülach";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung"
"H07";"4";"Di";"09:06";"09:35";"29";"Fahrt";"";"";"Regensdorf";""
"H07";"4";"Di";"09:35";"12:00";"145";"Einsatz";"TH+UR";"WSG-066";"Regensdorf";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"4";"Di";"13:00";"14:18";"78";"Einsatz (Forts.)";"TH+UR";"WSG-066";"Regensdorf";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Mi";"07:00";"11:18";"258";"Einsatz";"UR";"WSG-063";"Regensdorf";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Do";"07:00";"09:15";"135";"Einsatz";"GU+TH+UR";"WSG-035";"Bülach";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung"
"H07";"4";"Do";"09:15";"09:45";"30";"Fahrt";"";"";"Regensdorf";""
"H07";"4";"Do";"09:45";"12:00";"135";"Einsatz";"UR";"WSG-066";"Regensdorf";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"4";"Do";"13:00";"14:08";"68";"Einsatz (Forts.)";"UR";"WSG-066";"Regensdorf";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Do";"14:08";"16:06";"118";"Einsatz";"UR";"WSG-065";"Regensdorf";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Fr";"07:00";"09:30";"150";"Einsatz";"SR+TH+UR";"WSG-036";"Bülach";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Fr";"09:30";"09:54";"24";"Fahrt";"";"";"Regensdorf";""
"H07";"4";"Fr";"09:54";"12:00";"126";"Einsatz";"TH+UR";"WSG-063";"Regensdorf";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H07";"4";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H07";"4";"Fr";"13:00";"16:20";"200";"Einsatz (Forts.)";"TH+UR";"WSG-063";"Regensdorf";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H08";"1";"Mo";"07:50";"08:20";"30";"Fahrt";"";"";"Winterthur";""
"H08";"1";"Mo";"08:20";"09:53";"93";"Einsatz";"GU+TH+UR";"WSG-110";"Winterthur";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Mo";"09:53";"09:55";"2";"Fahrt";"";"";"Winterthur";""
"H08";"1";"Mo";"09:55";"11:12";"77";"Einsatz";"GU+TH+UR";"WSG-104";"Winterthur";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Mo";"11:12";"11:49";"37";"Fahrt";"";"";"Frauenfeld";""
"H08";"1";"Mo";"11:49";"12:00";"11";"Einsatz";"SR+TH+UR";"WSG-019";"Frauenfeld";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H08";"1";"Mo";"13:00";"16:57";"237";"Einsatz (Forts.)";"SR+TH+UR";"WSG-019";"Frauenfeld";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Di";"07:00";"07:57";"57";"Einsatz";"GU+UR";"WSG-109";"Winterthur";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Di";"07:57";"08:00";"3";"Fahrt";"";"";"Winterthur";""
"H08";"1";"Di";"08:00";"08:56";"56";"Einsatz";"GU+UR";"WSG-111";"Winterthur";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Di";"08:56";"08:57";"1";"Fahrt";"";"";"Winterthur";""
"H08";"1";"Di";"08:57";"10:19";"82";"Einsatz";"GU+TH+UR";"WSG-105";"Winterthur";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Di";"10:19";"10:20";"1";"Fahrt";"";"";"Winterthur";""
"H08";"1";"Di";"10:20";"11:17";"57";"Einsatz";"TH+UR";"WSG-107";"Winterthur";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Di";"11:17";"12:00";"43";"Fahrt";"";"";"Rapperswil-Jona";""
"H08";"1";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H08";"1";"Di";"13:00";"13:38";"38";"Fahrt";"";"";"Rapperswil-Jona";""
"H08";"1";"Di";"13:38";"17:38";"240";"Einsatz";"SR+TH+UR";"WSG-011";"Rapperswil-Jona";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Mi";"07:00";"07:56";"56";"Einsatz";"GU+UR";"WSG-108";"Winterthur";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Mi";"07:56";"07:58";"2";"Fahrt";"";"";"Winterthur";""
"H08";"1";"Mi";"07:58";"09:34";"96";"Einsatz";"GU+TH+UR";"WSG-106";"Winterthur";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Mi";"09:34";"10:15";"41";"Fahrt";"";"";"Frauenfeld";""
"H08";"1";"Mi";"10:15";"12:00";"105";"Einsatz";"GU+TH+UR";"WSG-021";"Frauenfeld";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung"
"H08";"1";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H08";"1";"Mi";"13:00";"13:06";"6";"Einsatz (Forts.)";"GU+TH+UR";"WSG-021";"Frauenfeld";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung"
"H08";"1";"Mi";"13:06";"14:47";"101";"Fahrt";"";"";"Rapperswil-Jona";""
"H08";"1";"Mi";"14:47";"17:40";"173";"Einsatz";"UR";"WSG-011";"Rapperswil-Jona";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Do";"07:00";"12:00";"300";"Einsatz";"GU+TH+UR";"WSG-037";"Bülach";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H08";"1";"Do";"13:00";"16:46";"226";"Einsatz (Forts.)";"GU+TH+UR";"WSG-037";"Bülach";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Fr";"07:00";"12:00";"300";"Einsatz";"SR+TH+UR";"WSG-020";"Frauenfeld";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"1";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H08";"1";"Fr";"13:00";"15:12";"132";"Einsatz (Forts.)";"SR+TH+UR";"WSG-020";"Frauenfeld";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"2";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H08";"2";"Mo";"07:50";"08:57";"67";"Fahrt";"";"";"Frauenfeld";""
"H08";"2";"Mo";"08:57";"12:00";"183";"Einsatz";"GU+TH+UR";"WSG-019";"Frauenfeld";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"2";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H08";"2";"Mo";"13:00";"13:24";"24";"Einsatz (Forts.)";"GU+TH+UR";"WSG-019";"Frauenfeld";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"2";"Di";"07:00";"09:11";"131";"Einsatz";"UR";"WSG-021";"Frauenfeld";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"2";"Di";"09:11";"10:52";"101";"Fahrt";"";"";"Rapperswil-Jona";""
"H08";"2";"Di";"10:52";"12:00";"68";"Einsatz";"TH+UR";"WSG-011";"Rapperswil-Jona";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"2";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H08";"2";"Di";"13:00";"14:57";"117";"Einsatz (Forts.)";"TH+UR";"WSG-011";"Rapperswil-Jona";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H08";"2";"Mi";"07:00";"08:17";"77";"Einsatz";"GU+TH+UR";"WSG-107";"Winterthur";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
